"artist","id","speechiness","liveness","energy","danceability","instrumentalness","loudness","tempo","song_title"
"Ibeyi",267,"0.474","0.106","0.292","0.654","0.0031","-12.977","153.547","River"
"AlunaGeorge",268,"0.113","0.0674","0.654","0.847","0.0622","-6.443","119.998","You Know You Like It - Bondax Remix"
"Dom La Nena",269,"0.261","0.0805","0.537","0.836","0.00103","-9.854","160.188","Batuque (Jeremy Sole & Atropolis Remix)"
"Rhythms Del Mundo",270,"0.0427","0.256","0.555","0.413","0.000309","-9.699","121.976","Mykonos (feat. Fleet Foxes)"
"Prince Rama",271,"0.0332","0.897","0.865","0.473","0.968","-6.391","100.018","So Destroyed (channeling Rage Peace)"
"Allie X",272,"0.0266","0.105","0.641","0.609","0.585","-5.309","84.957","Bitch"
"Kilo Kish",273,"0.0298","0.133","0.427","0.544","0.0248","-8.33","139.939","Locket"
"Shlohmo",274,"0.0305","0.0957","0.674","0.379","1.04E-05","-5.762","99.797","Apathy"
"Washed Out",275,"0.0413","0.608","0.748","0.316","0.0139","-8.187","79.337","It All Feels Right"
"Ekkah",276,"0.148","0.112","0.484","0.857","3.04E-06","-6.232","107.434","Last Chance to Dance"
"The Orwells",277,"0.0741","0.31","0.884","0.389","0.172","-4.602","128.604","The Righteous One"
"GENER8ION",278,"0.0777","0.235","0.793","0.519","0.93","-9.83","164.032","The New International Sound"
"MOVEMENT",279,"0.0356","0.0987","0.6","0.478","0.808","-11.025","143.98","Like Lust"
"Sisyphus",280,"0.0859","0.103","0.643","0.706","0.00955","-9.357","160.026","Rhythm of Devotion"
"King Tubby",281,"0.0936","0.12","0.539","0.736","0.0312","-8.316","147.73","Zion Gate Dub"
"Depeche Mode",282,"0.0274","0.114","0.77","0.651","6.54E-05","-8.08","112.923","Enjoy The Silence - Remastered Version Original"
"Willie Bobo",283,"0.036","0.115","0.658","0.869","0.299","-5.025","109.998","Fried Neck Bones And Some Home Fries - Dan The Automator Remix"
"Burial",284,"0.153","0.114","0.852","0.624","0.656","-10.184","135.223","Archangel"
"Thundercat",285,"0.034","0.131","0.509","0.386","0.872","-12.745","129.982","Lone Wolf and Cub (feat. Herbie Hancock. Flying Lotus. Miguel Atwood-Ferguson & Mono/poly)"
"Elephant",286,"0.0577","0.157","0.747","0.234","0.000176","-3.332","81.805","Skyscraper"
"Marvin Gaye",287,"0.0656","0.152","0.797","0.525","5.00E-06","-11.168","100.518","I Want You - Single Version"
"GENER8ION",288,"0.0357","0.0633","0.888","0.521","0.0226","-5.197","81.971","The New International Sound. Pt. 2 (feat. M.I.A.)"
"NxWorries",289,"0.31","0.295","0.697","0.719",0,"-5.647","117.123","Suede (feat. Anderson Paak & Knxwledge)"
"Sister Nancy",290,"0.153","0.248","0.605","0.722","0.0178","-6.07","165.998","Bam Bam"
"Logic",291,"0.0502","0.0785","0.696","0.806","5.71E-06","-5.109","127.023","Alright"
"Blue In Green",292,"0.0316","0.14","0.491","0.763","0.902","-8.587","93.024","Rainy Streets"
"OB OBrien",293,"0.342","0.116","0.68","0.736","5.49E-06","-6.438","149.902","Hazelton Trump"
"Professor Murder",294,"0.0617","0.129","0.824","0.651","6.02E-06","-9.368","141.226","Free Stress Test"
"Snoop Dogg",295,"0.236","0.0815","0.609","0.479",0,"-8.678","107.699","I'm Ya Dogg"
"Timber Timbre",296,"0.0317","0.0914","0.374","0.535","0.0464","-8.83","121.93","Hot Dreams"
"The Weeknd",297,"0.0798","0.137","0.567","0.356",0,"-7.011","135.553","The Hills"
"Generationals",298,"0.0322","0.165","0.9","0.753","0.000102","-1.866","119.72","When They Fight. They Fight"
"Son Little",299,"0.0378","0.127","0.789","0.694","0.00129","-5.201","109.014","The River"
"Sleigh Bells",300,"0.0501","0.0736","0.804","0.483","1.60E-06","-3.452","73.048","Rill Rill"
"Santé",301,"0.0658","0.101","0.43","0.878","0.751","-8.445","119.999","Awake"
"Bob Marley & The Wailers",302,"0.0288","0.221","0.412","0.703","5.26E-06","-9.827","152.219","Johnny Was"
"Bobby ""Boris"" Pickett",303,"0.357","0.43","0.488","0.688",0,"-14.195","69.77","Monster Mash"
"Modest Mussorgsky",304,"0.0411","0.585","0.308","0.316","0.888","-15.944","103.459","Night on Bald Mountain"
"Jauz",305,"0.0676","0.113","0.918","0.725","0.0328","-4.912","125.009","Feel The Volume"
"Theophilus London",306,"0.0733","0.11","0.422","0.749","0.155","-11.004","98.82","Water Me (feat. Leon Ware)"
"Jessy Lanza",307,"0.0802","0.341","0.248","0.771","0.1","-20.815","139.937","Kathy Lee"
"Shocking Blue",308,"0.352","0.106","0.548","0.69","0.00243","-9.587","121.509","Love Buzz"
"Statik Selektah",309,"0.188","0.0382","0.887","0.648",0,"-4.536","102.128","Beautiful Life (feat. Action Bronson & Joey Bada$$)"
"Mos Def",310,"0.338","0.418","0.742","0.403",0,"-5.889","90.336","Auditorium"
"Lee ""Scratch"" Perry",311,"0.263","0.38","0.727","0.664","0.000253","-8.738","77.92","Disco Devil"
"The Avalanches",312,"0.243","0.386","0.894","0.704","0.000115","-7.415","98.946","Frontier Psychiatrist"
"Cherry Glazerr",313,"0.0266","0.124","0.749","0.554","0.39","-7.365","168.045","Had Ten Dollaz"
"Heems",314,"0.368","0.128","0.752","0.446",0,"-6.088","96.318","Sometimes"
"Com Truise",315,"0.0447","0.231","0.628","0.612","0.85","-7.82","172.176","VHS Sex"
"Yeasayer",316,"0.0816","0.15","0.866","0.587","3.55E-05","-6.444","107.986","Ambling Alp"
"The Kinks",317,"0.0944","0.0721","0.952","0.551","0.000686","-4.886","136.958","All Day And All Of The Night"
"The Sonics",318,"0.0504","0.102","0.957","0.331",0,"-6.101","143.299","Strychnine"
"Bill Withers",319,"0.0378","0.0723","0.317","0.912","0.000208","-12.719","99.346","Who Is He (And What Is He to You?)"
"Frankey",320,"0.0339","0.119","0.905","0.697","0.893","-7.787","119.977","Acamar"
"Goody Goody",321,"0.053","0.257","0.333","0.883","0.804","-17.848","121.099","It Looks Like Love"
"Cerrone",322,"0.0624","0.327","0.87","0.733","0.00102","-6.199","118.449","Freak Connection - Edit"
"Rene & Angela",323,"0.059","0.226","0.579","0.803","0.000627","-11.156","108.567","I'll Be Good - 12"" Mix"
"Barrington Levy",324,"0.0605","0.124","0.515","0.698",0,"-13.029","85.023","Here I Come (Broader Than Broadway)"
"M.I.A.",325,"0.0721","0.219","0.905","0.677",0,"-4.597","89.988","Swords"
"ScHoolboy Q",326,"0.0777","0.0937","0.862","0.648",0,"-4.527","127.857","Hands On The Wheel"
"Eighty4 Fly",327,"0.0947","0.0931","0.448","0.65",0,"-9.979","85.045","Kush High"
"Buscabulla",328,"0.111","0.0946","0.527","0.672","0.26","-12.702","87.996","Métele"
"Ben Pearce",329,"0.116","0.0991","0.537","0.838","0.799","-11.689","121.986","What I Might Do"
"William Onyeabor",330,"0.0353","0.0582","0.391","0.76","0.00691","-8.73","116.873","Atomic Bomb"
"Kindness",331,"0.0747","0.249","0.621","0.646","0.000124","-11.358","90.986","World Restart"
"Kindness",332,"0.0397","0.0933","0.687","0.808","0.3","-8.668","109.953","Swingin' Party"
"Travis Scott",333,"0.0345","0.121","0.647","0.716","1.38E-05","-4.008","131.04","Antidote"
"Tanlines",334,"0.0334","0.0883","0.501","0.846","0.00257","-6.076","118.001","Pieces"
"Fela Kuti",335,"0.171","0.302","0.942","0.704","0.0147","-5.115","131.69","Zombie"
"Terror Train",336,"0.147","0.335","0.827","0.305","0.00245","-5.789","159.882","Time-Out"
"Gary's Gang",337,"0.0361","0.082","0.616","0.82","0.445","-8.427","127.86","Let's Lovedance Tonight - Danny Krivit Re-edit - Dk Re-Edit"
"No Parents",338,"0.0524","0.777","0.89","0.185",0,"-4.182","163.315","I'm a Dildo"
"Tayyib Ali",339,"0.267","0.605","0.801","0.562",0,"-3.069","169.988","Do It (High School Dropout)"
"Only Real",340,"0.0285","0.119","0.86","0.565","0.000121","-5.449","95.019","Cadillac Girl"
"Tom Scott",341,"0.0397","0.0716","0.772","0.464","0.0088","-5.046","107.651","Today"
"Hermitude",342,"0.315","0.144","0.602","0.576","0.000609","-6.591","141.345","The Buzz (feat. Big K.R.I.T.. Mataya & Young Tapz) - Bonus Track"
"Willie Hutch",343,"0.0296","0.657","0.598","0.388",0,"-9.485","154.78","I Choose You"
"Mac Demarco",344,"0.0231","0.305","0.498","0.637","0.119","-9.367","92.227","The Way You’d Love Her"
"Bag Raiders",345,"0.0432","0.0868","0.72","0.636","0.0178","-6.195","124.944","Shooting Stars"
"ODESZA",346,"0.046","0.0421","0.587","0.688","0.92","-8.521","125.012","Bloom - Lane 8 Remix"
"Young Thug",347,"0.124","0.336","0.82","0.766",0,"-5.851","117.012","Pacifier"
"Major Lazer",348,"0.125","0.133","0.794","0.402",0,"-3.982","195.058","Powerful"
"Janet Jackson",349,"0.13","0.238","0.524","0.599",0,"-8.036","83.013","Unbreakable"
"Louis The Child",350,"0.354","0.102","0.492","0.837","0.0401","-7.792","85.951","It's Strange (feat. K.Flay)"
"CHVRCHES",351,"0.0478","0.0984","0.858","0.612",0,"-5.437","145.306","Make Them Gold"
"Lapalux",352,"0.0602","0.466","0.671","0.63","0.753","-7.727","96.478","Don't Mean A Thing"
"Max Frost",353,"0.097","0.125","0.858","0.614","0.0559","-7.068","164.025","White Lies - The Soundmen Remix"
"Goodnight Radio",354,"0.0308","0.451","0.89","0.446","0.661","-7.974","170.002","Sophia So Far"
"Hotel Eden",355,"0.127","0.178","0.851","0.481","0.907","-4.528","174.144","Nimble Girl"
"Gary Clark Jr.",356,"0.0363","0.133","0.792","0.293","0.0111","-3.747","161.933","Grinder"
"E-40",357,"0.374","0.0924","0.597","0.889","0.0004","-7.301","119.999","Choices (Yup)"
"Hanni El Khatib",358,"0.0422","0.0754","0.857","0.673","0.0108","-7.493","109.99","Two Brothers"
"Atlas Sound",359,"0.0667","0.214","0.922","0.536","8.92E-05","-6.247","121.977","Walkabout (W/ Noah Lennox)"
"Allah-Las",360,"0.0301","0.0657","0.691","0.575","0.563","-7.595","131.588","Ferus Gallery"
"Roy Ayers Ubiquity",361,"0.0378","0.458","0.719","0.571",0,"-7.206","80.694","Everybody Loves The Sunshine"
"Tuxedo",362,"0.0597","0.0773","0.803","0.784","1.57E-05","-3.458","111.044","Number One"
"Kero Kero Bonito",363,"0.117","0.177","0.682","0.746",0,"-6.353","98.977","Sick Beat"
"DJ Rashad",364,"0.199","0.135","0.498","0.444","0.0299","-7.631","119.914","She a Go (feat. Spinn & Taso)"
"Zeds Dead",365,"0.0398","0.354","0.882","0.736","0.000349","-4.285","126.012","Lost You"
"Vince Staples",366,"0.0661","0.11","0.54","0.915","3.63E-05","-6.578","100.039","Norf Norf"
"Rob Curly",367,"0.152","0.165","0.835","0.75",0,"-7.882","127.026","Eleven 11: / 11"
"Toro y Moi",368,"0.0265","0.122","0.519","0.632",0,"-7.207","99.999","Buffalo"
"Les Sins",369,"0.0822","0.0899","0.83","0.814","0.36","-5.766","124.998","Talk About"
"Tree",370,"0.305","0.141","0.378","0.893",0,"-7.324","119.969","Probably Nu It"
"Travis Scott",371,"0.0819","0.127","0.768","0.823","1.03E-06","-6.21","115.021","Mamacita"
"Gary Clark Jr.",372,"0.0468","0.153","0.749","0.639","0.0294","-5.916","84.452","Star"
"Glass Animals",373,"0.0433","0.0849","0.376","0.49","2.54E-05","-13.463","182.969","Gooey"
"Isaac Hayes",374,"0.0488","0.0561","0.523","0.289","0.000293","-9.531","145.556","Walk On By - Single Version"
"Disclosure",375,"0.203","0.373","0.781","0.615",0,"-4.838","105.967","Omen - Radio Edit"
"Blood Orange",376,"0.0658","0.0769","0.41","0.808","0.364","-12.428","122.663","Champagne Coast"
"The Juan Maclean",377,"0.0441","0.233","0.528","0.775","0.582","-7.756","94.967","Running Back To You"
"Fat Tony",378,"0.0985","0.223","0.838","0.393","0.145","-3.815","142.019","BKNY"
"Silk Rhodes",379,"0.0608","0.0778","0.416","0.449","0.122","-5.571","140.804","Pains"
"Part Time",380,"0.0339","0.274","0.549","0.595","0.835","-10.41","122.199","Night Drive"
"Rich Homie Quan",381,"0.0434","0.342","0.62","0.728",0,"-7.533","81.998","Flex (Ooh. Ooh. Ooh)"
"Dumbo Gets Mad",382,"0.0528","0.124","0.896","0.561","0.685","-4.903","86.808","Indian Food"
"SZA",383,"0.0402","0.11","0.343","0.758",0,"-9.044","99.995","Childs Play (feat. Chance the Rapper)"
"Bohannon",384,"0.05","0.118","0.938","0.782","0.121","-8.692","118.086","Lets Start the Dance"
"Matias Aguayo",385,"0.113","0.0758","0.48","0.839","0.0505","-12.223","120.973","Rollerskate"
"M83",386,"0.0339","0.0628","0.261","0.226","0.0677","-11.276","108.915","Outro"
"HS87",387,"0.179","0.0768","0.623","0.763","4.37E-06","-6.128","115.032","Grindin’ My Whole Life"
"!!!",388,"0.0995","0.216","0.717","0.858","0.243","-8.734","120.004","Slyd"
"Tame Impala",389,"0.0674","0.0936","0.814","0.329","0.0944","-6.005","120.462","The Moment"
"Meek Mill",390,"0.327","0.219","0.599","0.727",0,"-6.941","167.909","R.I.C.O. (feat. Drake)"
"Parquet Courts",391,"0.0916","0.345","0.975","0.318","0.832","-4.211","174.205","Black And White"
"Barry White",392,"0.101","0.0847","0.791","0.61",0,"-10.918","85.338","Never Never Gonna Give Ya Up"
"Holy Ghost!",393,"0.0331","0.117","0.892","0.646","0.00626","-5.015","119.998","Wait & See"
"tUnE-yArDs",394,"0.0388","0.136","0.616","0.79","0.13","-7.081","111.038","Wait for a Minute"
"Tonstartssbandht",395,"0.0326","0.111","0.492","0.484","0.66","-9.297","76.467","5ft7"
"James Blake",396,"0.0416","0.0824","0.573","0.785","0.403","-9.082","126.465","200 Press"
"Hot Chip",397,"0.0317","0.0848","0.64","0.715","0.0418","-7.168","113.507","Huarache Lights"
"Caribou",398,"0.0971","0.204","0.635","0.811","0.142","-8.394","137.595","Leave House"
"James Mason",399,"0.0377","0.188","0.721","0.597","0.0119","-9.433","110.761","Sweet Power. Your Embrace"
"alt-J",400,"0.0258","0.109","0.413","0.6","0.0289","-9.572","93.618","Hunger Of The Pine"
"Horace Andy",401,"0.264","0.0767","0.461","0.811","1.40E-05","-10.829","75.286","Money Money"
"Deapmash",402,"0.0677","0.107","0.961","0.797","0.919","-8.083","128.015","Symptom - Original Mix"
"The Olympics",403,"0.0377","0.0763","0.657","0.799","3.16E-06","-5.293","141.655","I'll Do a Little Bit More"
"Creative Source",404,"0.052","0.0394","0.514","0.769","0.016","-14.157","119.674","Who Is He And What Is He To You"
"Chuck Brown and the Soul Searchers",405,"0.0623","0.0676","0.896","0.865","0.0488","-7.031","111.457","Bustin' Loose"
"Stevie Wonder",406,"0.0564","0.0596","0.751","0.826","7.71E-05","-9.621","105.909","I Wish"
"Donnie & Joe Emerson",407,"0.037","0.188","0.325","0.508","0.00259","-11.627","92.187","Baby"
"Zapp",408,"0.0904","0.349","0.818","0.85","0.00135","-8.623","105.266","More Bounce To The Ounce"
"War",409,"0.0599","0.115","0.684","0.819","0.358","-6.97","130.268","Outlaw"
"Central Line",410,"0.127","0.0273","0.482","0.896","0.033","-8.35",112,"Walking Into Sunshine"
"Frank Ocean",411,"0.0462","0.791","0.661","0.401","7.72E-05","-6.111","107.998","Pyramids"
"Beach House",412,"0.0302","0.247","0.808","0.346","0.685","-5.791","219.331","Lazuli"
"Grimes",413,"0.0338","0.0895","0.529","0.697","0.901","-8.838","155.974","Oblivion"
"Purity Ring",414,"0.15","0.246","0.732","0.605","0.0135","-5.643","195.978","Obedear"
"Hot Chip",415,"0.0322","0.0903","0.71","0.691","0.00225","-6.351","118.006","Flutes"
"Girl Unit",416,"0.0588","0.0985","0.74","0.428","0.935","-10.026","134.981","Club Rez"
"Passion Pit",417,"0.0353","0.346","0.612","0.555",0,"-7.841","100.036","Cry Like A Ghost"
"The xx",418,"0.0409","0.371","0.468","0.732","0.809","-13.662","118.994","Chained"
"Santigold",419,"0.0404","0.156","0.926","0.633","0.689","-4.056","152.032","Disparate Youth"
"FIDLAR",420,"0.0567","0.365","0.961","0.284",0,"-3.993","186.287","Cheap Beer"
"Kendrick Lamar",421,"0.432","0.606","0.489","0.68","2.86E-05","-7.837","74.04","Swimming Pools (Drank) - Extended Version"
"Tennis",422,"0.0284","0.162","0.825","0.578","0.0201","-4.659","113.907","Origins"
"Crystal Castles",423,"0.0501","0.14","0.835","0.658","0.00781","-7.165","124.654","Affection"
"Sleigh Bells",424,"0.098","0.317","0.902","0.385","0.522","-5.464","159.939","Comeback Kid"
"Solange",425,"0.127","0.161","0.798","0.735","0.0627","-6.175","113.997","Losing You"
"Danny Brown",426,"0.26","0.122","0.766","0.635",0,"-6.449","93.603","Grown Up"
"Passion Pit",427,"0.0337","0.141","0.857","0.569","0.0145","-5.571","104.981","It's Not My Fault. I'm Happy"
"The Rapture",428,"0.0583","0.185","0.823","0.469","0.000829","-3.948","122.316","How Deep Is Your Love?"
"Shabazz Palaces",429,"0.271","0.226","0.632","0.502","0.054","-9.971","82.738","Are you... Can you... Were you? (Felt)"
"TV On The Radio",430,"0.0367","0.143","0.798","0.597","0.473","-5.307","99.999","Second Song"
"Star Slinger",431,"0.401","0.0955","0.764","0.673","0.000237","-5.482","182.13","Mornin'"
"Washed Out",432,"0.04","0.185","0.739","0.507","0.865","-9.728","87.569","Before"
"M83",433,"0.0341","0.0786","0.491","0.517","1.31E-06","-13.742","104.996","Midnight City"
"The Black Keys",434,"0.068","0.0997","0.872","0.356","0.00975","-7.837","166.3","Lonely Boy"
"TV On The Radio",435,"0.0511","0.145","0.924","0.563","0.883","-3.909","94.057","Caffeinated Consciousness"
"Fool's Gold",436,"0.0376","0.531","0.876","0.567",0,"-4.573","114.902","Wild Window"
"Neon Indian",437,"0.0369","0.134","0.884","0.633","1.93E-05","-4.158","111.98","Polish Girl"
"Bon Iver",438,"0.0379","0.623","0.461","0.445","0.167","-11.488","119.951","Calgary"
"Justice",439,"0.0345","0.0817","0.625","0.575",0,"-5.296","111.984","Civilization"
"Drake",440,"0.106","0.0908","0.571","0.662","0.000197","-7.382","152.009","Headlines"
"Das Racist",441,"0.377","0.115","0.946","0.573","0.00191","-5.065","151.817","Michael Jackson"
"Cut Copy",442,"0.0358","0.0937","0.755","0.605","0.586","-5.169","122.3","Need You Now"
"Cults",443,"0.082","0.186","0.937","0.374","0.0207","-3.882","149.812","Abducted"
"Kreayshawn",444,"0.0662","0.91","0.924","0.714","1.29E-05","-2.91","77.516","Gucci Gucci"
"Washed Out",445,"0.0449","0.341","0.878","0.207","0.421","-7.212","89.969","Eyes Be Closed"
"Washed Out",446,"0.0567","0.166","0.938","0.589","0.942","-10.475","120.007","Echoes"
"Radiohead",447,"0.0385","0.107","0.362","0.36","0.000128","-7.102","116.846","The Daily Mail"
"Justice",448,"0.0489","0.0663","0.66","0.516",0,"-5.002","112.065","Civilization"
"Teams vs. Star Slinger",449,"0.078","0.384","0.767","0.579","3.28E-05","-3.713","144.001","Punch Drunk Love"
"Benoit & Sergio",450,"0.0538","0.084","0.59","0.845","0.00581","-8.225","126.024","Principles"
"Com Truise",451,"0.257","0.317","0.662","0.568","0.459","-10.651","173.937","Slow Peels"
"Hanni El Khatib",452,"0.24","0.224","0.724","0.716","0.000309","-8.06","137.131","Dead Wrong"
"Zapp",453,"0.054","0.0771","0.729","0.791","0.0126","-9.856","108.274","Do It Roger"
"SBTRKT",454,"0.0569","0.115","0.578","0.795","0.743","-8.507","127.014","Pharaohs (feat. Roses Gabor)"
"The Stooges",455,"0.0287","0.0989","0.761","0.584","0.0217","-5.056","122.494","No Fun"
"Zapp",456,"0.133","0.292","0.709","0.679",0,"-5.851","84.543","Computer Love"
"Star Slinger",457,"0.119","0.283","0.947","0.646",0,"-2.762","164.111","Dutchie Courage"
"Discovery",458,"0.339","0.157","0.49","0.704","0.000114","-6.667","155.909","Osaka Loop Line"
"Laid Back",459,"0.0567","0.0558","0.554","0.812","0.698","-10.978","123.289","White Horse"
"Ida Engberg",460,"0.0549","0.138","0.971","0.76","0.775","-4.582","125.439","Abataka - Original Mix"
"Electric Six",461,"0.0297","0.0525","0.699","0.657","0.153","-4.718","123.017","Danger! High Voltage (Soulchild Radio Mix)"
"Teams vs. Star Slinger",462,"0.0608","0.131","0.812","0.731","0.154","-6.691","91.96","Say Please"
"Dawn Penn",463,"0.119","0.299","0.596","0.805","0.00772","-6.007","81.004","You Don't Love Me (No No No)"
"Teams vs. Star Slinger",464,"0.0581","0.122","0.844","0.718","0.711","-8.045","94.988","The Yes Strut"
"Teams vs. Star Slinger",465,"0.542","0.493","0.746","0.597","0.000198","-7.991","172.215","86 Carrot Gold"
"Teams vs. Star Slinger",466,"0.316","0.296","0.923","0.698","8.21E-06","-5.382","95.009","Close to Me"
"Zdar",467,"0.0661","0.176","0.811","0.823","0.0745","-6.158","104.63","How Do You See Me Now"
"Cassius",468,"0.0614","0.0627","0.777","0.819","0.0931","-7.734","104.651","See Me Now"
